order_id,customer_id,ship_mode,ship_date,address_id
CA-2016-140501,IM-15070,Standard Class,6/28/2016,1014
CA-2015-139290,MY-17380,Standard Class,10/30/2015,1015
CA-2017-166142,MM-17260,Standard Class,7/19/2017,1016
CA-2014-145926,MP-17470,Standard Class,11/21/2014,1017
CA-2015-149678,AW-10840,Second Class,4/15/2015,1018
US-2015-164357,SF-20065,Standard Class,11/29/2015,1019
US-2016-146570,SN-20710,Standard Class,5/20/2016,1020
CA-2017-124401,RD-19900,Standard Class,9/12/2017,1021
US-2014-140116,KT-16480,Standard Class,3/17/2014,1022
CA-2014-123295,AH-10120,Same Day,7/18/2014,1023
CA-2017-167101,BM-11650,Second Class,3/28/2017,1024
US-2014-167633,BW-11200,Standard Class,10/5/2014,1025
US-2014-152723,HG-14965,Same Day,9/26/2014,1026
CA-2015-164882,SG-20080,Same Day,10/31/2015,1027
CA-2015-159786,RK-19300,Second Class,10/17/2015,1028
CA-2016-130267,SW-20245,Standard Class,9/23/2016,1029
CA-2017-155460,RW-19630,First Class,4/15/2017,1030
US-2017-168690,TS-21085,Standard Class,1/13/2017,1031
CA-2017-158246,JB-15400,First Class,11/11/2017,1032
CA-2017-167381,EH-14005,Second Class,9/24/2017,1033
CA-2017-144862,EH-14005,Standard Class,12/5/2017,1034
CA-2014-126032,BS-11665,Standard Class,6/28/2014,1035
CA-2015-134859,JK-16120,Standard Class,10/9/2015,1036
US-2014-114188,RF-19345,Second Class,5/22/2014,1037
CA-2015-156524,DL-12865,Standard Class,11/26/2015,1038
CA-2015-122210,WB-21850,Standard Class,12/4/2015,1039
CA-2015-156377,TB-21625,Standard Class,1/5/2016,1040
US-2017-157896,CB-12415,Same Day,11/16/2017,1041
CA-2014-159520,GT-14635,Standard Class,6/11/2014,1042
CA-2016-155481,DK-13225,Standard Class,9/5/2016,1043
US-2016-152051,TS-21160,Standard Class,6/29/2016,1044
CA-2014-141607,WB-21850,Standard Class,12/17/2014,1045
CA-2017-102771,DO-13435,Standard Class,4/5/2017,1046
US-2017-139969,AF-10870,Standard Class,11/26/2017,1047
CA-2014-167360,RB-19435,Second Class,11/29/2014,1048
CA-2015-123505,AR-10540,Standard Class,11/26/2015,1049
CA-2016-117282,DR-12880,Standard Class,7/18/2016,1050
US-2016-120460,BF-11170,Standard Class,5/5/2016,1051
CA-2016-111115,LB-16735,Second Class,7/27/2016,1052
CA-2014-124646,DV-13465,First Class,6/24/2014,1053
CA-2017-148166,NK-18490,Standard Class,10/26/2017,1054
CA-2016-159737,CS-11950,Standard Class,9/9/2016,1055
CA-2016-141019,LH-17155,Same Day,5/14/2016,1056
CA-2016-101938,DW-13480,Standard Class,1/12/2016,1057
CA-2017-166296,KF-16285,Standard Class,3/19/2017,1058
CA-2016-154018,HA-14920,Standard Class,10/19/2016,1059
CA-2017-117870,JH-15820,Second Class,1/30/2017,1060
US-2017-137491,LC-16930,Standard Class,11/25/2017,1061
CA-2014-152296,IL-15100,First Class,8/3/2014,1062
CA-2016-112025,LS-16975,Standard Class,8/4/2016,1063
CA-2015-132507,CC-12610,Second Class,8/3/2015,1064
CA-2016-125738,PB-18805,Standard Class,10/21/2016,1065
CA-2016-128818,CJ-12010,Standard Class,5/11/2016,1066
CA-2017-124576,HK-14890,Second Class,8/4/2017,1067
CA-2016-101378,RH-19600,Same Day,7/14/2016,1068
CA-2017-143063,IL-15100,Standard Class,8/15/2017,1069
CA-2016-118913,AS-10240,Standard Class,6/29/2016,1070
CA-2016-128412,AP-10915,Standard Class,12/17/2016,1071
CA-2016-136483,AG-10390,Standard Class,12/6/2016,1072
CA-2014-163013,BF-11080,Standard Class,12/4/2014,1073
CA-2015-135363,CK-12205,Standard Class,4/2/2015,1074
US-2014-165659,LT-17110,Standard Class,6/6/2014,1075
CA-2015-138002,BT-11305,Standard Class,9/12/2015,1076
CA-2015-128860,SC-20725,Standard Class,7/5/2015,1077
CA-2016-164350,CG-12040,Second Class,9/12/2016,1078
US-2014-103905,AW-10930,Standard Class,7/20/2014,1079
CA-2015-129854,RB-19705,Standard Class,8/26/2015,1080
CA-2014-125556,ML-17410,Second Class,11/16/2014,1081
CA-2016-162313,VB-21745,First Class,11/30/2016,1082
CA-2017-107874,SW-20275,Standard Class,11/25/2017,1083
CA-2017-129378,NS-18505,First Class,10/2/2017,1084
CA-2014-151953,DB-13555,Standard Class,9/25/2014,1085
CA-2017-130841,MH-17620,Standard Class,8/1/2017,1086
CA-2015-131884,DK-13375,Same Day,12/6/2015,1087
CA-2017-121909,EA-14035,Standard Class,8/5/2017,1088
CA-2016-106383,BT-11440,Second Class,3/21/2016,1089
CA-2017-130771,LA-16780,Standard Class,8/3/2017,1090
CA-2016-139157,GM-14680,Standard Class,10/5/2016,1091
CA-2014-128055,AA-10315,Standard Class,4/5/2014,1092
CA-2017-157091,DB-13405,Standard Class,7/1/2017,1093
CA-2017-132122,JH-15820,Standard Class,7/14/2017,1094
CA-2015-123232,DJ-13630,Second Class,12/16/2015,1095
CA-2017-104066,QJ-19255,Standard Class,12/10/2017,1096
CA-2015-145849,CT-11995,Second Class,9/17/2015,1097
CA-2016-122322,RH-19510,Standard Class,7/21/2016,1098
CA-2017-166849,SJ-20125,Standard Class,4/26/2017,1099
CA-2016-146633,TG-21310,Second Class,11/17/2016,1100
US-2016-126893,CT-11995,Standard Class,12/1/2016,1101
CA-2017-103380,BF-11005,Standard Class,11/25/2017,1102
CA-2015-116092,JM-16195,Second Class,2/18/2015,1103
CA-2016-117849,JK-16120,Second Class,4/17/2016,1104
CA-2015-169201,HG-14965,First Class,10/1/2015,1105
CA-2016-164091,LA-16780,Standard Class,9/22/2016,1106
CA-2017-105214,TS-21610,First Class,6/19/2017,1107
CA-2015-117611,MZ-17335,Second Class,11/10/2015,1108
US-2015-137960,MW-18220,Same Day,12/18/2015,1109
CA-2017-122994,MV-17485,First Class,2/9/2017,1110
CA-2016-131065,AA-10375,Second Class,11/16/2016,1111
CA-2017-149146,SM-20320,Same Day,10/12/2017,1112
CA-2017-137470,TP-21415,Same Day,9/17/2017,1113
CA-2017-105480,DK-13225,Standard Class,12/26/2017,1114
CA-2017-164917,MK-17905,Standard Class,12/7/2017,1115
CA-2015-102036,CS-12130,Standard Class,9/27/2015,1116
CA-2015-142944,JL-15850,Standard Class,3/11/2015,1117
CA-2014-157882,AR-10405,Second Class,10/8/2014,1118
CA-2014-104283,LM-17065,Standard Class,7/1/2014,1119
CA-2017-142622,JK-15625,First Class,11/2/2017,1120
CA-2016-132143,FM-14215,First Class,9/5/2016,1121
CA-2015-153108,SF-20200,Standard Class,3/9/2015,1122
CA-2016-112676,PJ-18835,First Class,5/8/2016,1123
CA-2017-165687,CS-12355,Standard Class,11/23/2017,1124
US-2017-112928,BB-10990,Second Class,6/5/2017,1125
CA-2017-143343,BW-11200,First Class,6/13/2017,1126
CA-2017-115154,RS-19420,First Class,1/11/2017,1127
CA-2015-149342,TS-21160,Standard Class,4/25/2015,1128
CA-2015-130995,QJ-19255,Standard Class,11/6/2015,1129
CA-2017-127929,FM-14215,Standard Class,12/27/2017,1130
CA-2015-113145,VD-21670,Standard Class,11/5/2015,1131
CA-2014-162362,JL-15505,Standard Class,11/18/2014,1132
CA-2016-106558,DL-13495,Standard Class,1/21/2016,1133
CA-2017-157931,MO-17800,Second Class,9/22/2017,1134
CA-2016-115574,BP-11185,First Class,12/24/2016,1135
CA-2015-160794,MS-17980,First Class,8/8/2015,1136
CA-2017-116225,SV-20935,Standard Class,11/9/2017,1137
US-2017-120418,BC-11125,First Class,6/12/2017,1138
CA-2017-122035,EM-13825,Standard Class,7/25/2017,1139
CA-2015-117828,BD-11500,First Class,12/26/2015,1140
CA-2017-165491,HW-14935,Standard Class,3/24/2017,1141
CA-2015-109470,KC-16255,Second Class,1/3/2016,1142
CA-2015-105102,BM-11575,Second Class,9/19/2015,1143
CA-2017-138422,KN-16705,First Class,9/26/2017,1144
US-2015-147739,JD-16150,Standard Class,12/29/2015,1145
CA-2016-155187,LA-16780,Second Class,9/26/2016,1146
CA-2017-169285,RW-19690,Standard Class,3/25/2017,1147
CA-2014-140886,KW-16570,Standard Class,10/4/2014,1148
CA-2017-152695,CC-12220,Same Day,12/10/2017,1149
CA-2014-110639,RH-19495,Same Day,8/23/2014,1150
CA-2014-121727,JK-15625,Standard Class,8/24/2014,1151
CA-2016-137736,DC-13285,Standard Class,11/15/2016,1152
US-2014-143231,GM-14455,First Class,1/3/2015,1153
US-2014-155894,CL-11890,Second Class,7/30/2014,1154
CA-2016-119025,PV-18985,Standard Class,2/28/2016,1155
CA-2016-159373,LT-17110,Standard Class,3/18/2016,1156
CA-2017-109701,AM-10360,Same Day,12/3/2017,1157
CA-2015-111514,SC-20260,First Class,9/2/2015,1158
US-2014-148838,CP-12340,Standard Class,3/21/2014,1159
CA-2017-136497,RF-19840,Standard Class,4/20/2017,1160
US-2016-108637,AB-10060,Standard Class,3/18/2016,1161
CA-2014-102295,EH-13990,Second Class,11/26/2014,1162
CA-2017-123659,MN-17935,First Class,2/13/2017,1163
US-2016-129469,KL-16555,Standard Class,9/27/2016,1164
CA-2017-155152,MP-17965,Second Class,7/9/2017,1165
CA-2016-159940,BF-11020,Second Class,7/11/2016,1166
CA-2017-119669,TP-21130,Standard Class,1/30/2017,1167
US-2014-164616,MS-17770,Second Class,8/21/2014,1168
CA-2015-148628,KM-16375,Standard Class,12/11/2015,1169
CA-2016-118052,BE-11455,Standard Class,5/10/2016,1170
US-2017-117534,CV-12295,First Class,3/26/2017,1171
CA-2015-145065,DK-13375,First Class,12/15/2015,1172
US-2015-127040,SG-20605,Standard Class,12/10/2015,1173
CA-2016-128111,CS-12355,Standard Class,3/23/2016,1174
CA-2015-137897,PJ-18835,Standard Class,11/19/2015,1175
CA-2017-169264,NP-18700,Second Class,8/16/2017,1176
CA-2017-147361,SB-20290,Standard Class,9/15/2017,1177
CA-2017-145877,AS-10090,Second Class,4/4/2017,1178
US-2016-110170,HM-14860,Standard Class,10/3/2016,1179
CA-2017-108574,MG-18145,Standard Class,10/11/2017,1180
CA-2017-144589,TM-21010,Standard Class,1/25/2017,1181
CA-2017-155985,BE-11335,First Class,3/25/2017,1182
CA-2014-162684,AS-10630,Standard Class,8/6/2014,1183
CA-2015-142041,EM-13810,Second Class,6/9/2015,1184
CA-2014-151295,JA-15970,Standard Class,11/16/2014,1185
CA-2016-156300,TB-21595,Standard Class,1/2/2017,1186
CA-2015-146087,PP-18955,Standard Class,7/11/2015,1187
CA-2017-168655,ML-18040,Standard Class,10/18/2017,1188
CA-2016-107202,LC-16930,Standard Class,5/28/2016,1189
CA-2017-159597,MC-17590,Standard Class,11/14/2017,1190
CA-2016-155551,CR-12580,Standard Class,4/23/2016,1191
US-2017-147669,SV-20935,Standard Class,12/30/2017,1192
CA-2016-169922,MZ-17515,Standard Class,6/17/2016,1193
CA-2017-100748,RB-19795,Standard Class,5/20/2017,1194
CA-2017-129805,HM-14860,Standard Class,1/2/2018,1195
CA-2014-148586,AZ-10750,Standard Class,4/1/2014,1196
US-2017-112613,JH-15910,Standard Class,6/1/2017,1197
CA-2015-154746,PJ-18835,First Class,11/17/2015,1198
CA-2017-140053,CA-12265,Standard Class,7/10/2017,1199
CA-2014-164210,PW-19240,Second Class,11/20/2014,1200
CA-2017-139948,SW-20455,Standard Class,7/22/2017,1201
CA-2016-146934,AF-10870,Standard Class,5/27/2016,1202
CA-2015-100573,AM-10705,Standard Class,10/1/2015,1203
CA-2016-119165,BD-11320,Standard Class,11/6/2016,1204
CA-2015-128027,CM-12385,Second Class,9/17/2015,1205
CA-2016-140207,CS-12400,Standard Class,11/10/2016,1206
CA-2017-140949,DB-13405,Second Class,3/22/2017,1207
CA-2017-138548,JG-15160,Standard Class,8/21/2017,1208
CA-2015-142419,SC-20380,Second Class,7/13/2015,1209
CA-2017-148691,CS-12460,Standard Class,12/9/2017,1210
CA-2017-128755,MK-18160,Standard Class,5/8/2017,1211
US-2016-135923,CM-11935,Standard Class,1/28/2016,1212
CA-2016-114972,PF-19225,First Class,11/6/2016,1213
CA-2017-102750,GM-14695,Second Class,9/8/2017,1214
CA-2014-145212,DC-12850,Standard Class,9/19/2014,1215
CA-2017-141992,FO-14305,Standard Class,6/25/2017,1216
CA-2017-147956,AH-10210,Standard Class,12/31/2017,1217
CA-2017-126067,KN-16705,Standard Class,9/3/2017,1218
CA-2015-104514,CB-12535,Second Class,1/4/2015,1219
CA-2015-141040,TB-21250,Second Class,10/13/2015,1220
CA-2014-113579,KD-16345,Second Class,12/15/2014,1221
CA-2014-144624,JM-15865,Standard Class,11/23/2014,1222
CA-2016-146206,KT-16480,Second Class,9/14/2016,1223
CA-2014-136644,SC-20575,Standard Class,6/22/2014,1224
CA-2015-122371,BS-11800,Standard Class,10/1/2015,1225
CA-2016-126935,BT-11395,Standard Class,5/24/2016,1226
US-2017-133781,DC-12850,First Class,6/23/2017,1227
CA-2017-131618,LS-17200,First Class,6/20/2017,1228
CA-2016-149482,RR-19315,Standard Class,11/19/2016,1229
CA-2014-143917,KL-16645,Second Class,7/27/2014,1230
CA-2015-120397,RB-19435,Same Day,7/2/2015,1231
CA-2017-163902,MY-17380,Standard Class,3/8/2017,1232
CA-2016-136812,AW-10930,Standard Class,11/23/2016,1233
CA-2015-102722,KW-16570,First Class,4/19/2015,1234
CA-2017-155089,DB-12910,Standard Class,12/6/2017,1235
CA-2016-124506,BB-11545,Standard Class,11/17/2016,1236
CA-2014-106572,NP-18700,Standard Class,9/10/2014,1237
CA-2014-128888,PB-19105,Standard Class,11/22/2014,1238
CA-2017-123134,DW-13585,Standard Class,5/7/2017,1239
CA-2016-124352,CD-12790,Standard Class,10/21/2016,1240
CA-2015-124541,TT-21220,Standard Class,4/10/2015,1241
CA-2014-108707,DB-12910,Standard Class,10/29/2014,1242
CA-2014-111500,DJ-13510,Standard Class,8/21/2014,1243
US-2017-117723,DL-13495,Second Class,8/18/2017,1244
CA-2015-143238,LO-17170,First Class,9/8/2015,1245
CA-2015-168746,SV-20365,Second Class,1/29/2015,1246
CA-2015-113404,EM-13810,Same Day,7/16/2015,1247
CA-2016-144792,KD-16615,Standard Class,5/4/2016,1248
CA-2014-164385,NB-18580,Second Class,10/1/2014,1249
US-2016-114174,AP-10720,Standard Class,9/14/2016,1250
CA-2017-108070,JE-15745,Standard Class,4/20/2017,1251
US-2015-128090,JM-15865,Standard Class,8/22/2015,1252
CA-2017-101042,AB-10105,Standard Class,11/23/2017,1253
CA-2016-155439,PN-18775,Standard Class,9/18/2016,1254
CA-2016-118626,JC-15775,Standard Class,8/20/2016,1255
CA-2015-111458,PF-19165,Standard Class,9/30/2015,1256
US-2016-126844,BW-11110,Standard Class,10/14/2016,1257
US-2015-112508,BP-11185,Standard Class,3/30/2015,1258
CA-2015-147788,TM-21010,Standard Class,6/4/2015,1259
CA-2015-144288,MB-17305,Standard Class,12/31/2015,1260
CA-2015-110632,HR-14830,Second Class,3/22/2015,1261
CA-2017-109589,BD-11635,First Class,12/24/2017,1262
CA-2017-123967,SF-20200,Second Class,11/3/2017,1263
CA-2017-148929,SP-20620,Standard Class,9/11/2017,1264
CA-2017-134404,DR-12880,Same Day,12/27/2017,1265
CA-2017-109778,VM-21685,Standard Class,7/21/2017,1266
CA-2016-155845,CM-12235,Second Class,8/15/2016,1267
CA-2017-145128,SM-20320,Standard Class,7/14/2017,1268
CA-2014-129091,RA-19885,Standard Class,11/27/2014,1269
US-2014-155502,SD-20485,Standard Class,1/31/2014,1270
CA-2015-121041,CS-12250,Standard Class,11/10/2015,1271
CA-2017-131695,RA-19285,Standard Class,7/6/2017,1272
CA-2016-137729,BF-11005,Standard Class,5/9/2016,1273
US-2016-115455,SE-20110,Standard Class,9/14/2016,1274
CA-2017-128300,RS-19765,Second Class,11/26/2017,1275
CA-2017-149048,BM-11650,Standard Class,5/17/2017,1276
CA-2017-108553,SK-19990,Standard Class,4/29/2017,1277
CA-2016-165848,EN-13780,Same Day,6/4/2016,1278
CA-2014-112718,KN-16450,Standard Class,12/21/2014,1279
CA-2016-154053,MG-17890,Standard Class,3/10/2016,1280
CA-2014-127446,MC-17590,Standard Class,11/30/2014,1281
CA-2016-137204,BO-11350,Standard Class,5/5/2016,1282
CA-2014-147298,AG-10300,Standard Class,5/3/2014,1283
CA-2017-147942,MS-17365,Standard Class,4/5/2017,1284
CA-2017-115931,JM-15655,Standard Class,12/26/2017,1285
CA-2014-164861,MC-17635,Second Class,12/6/2014,1286
CA-2017-127180,TA-21385,First Class,10/24/2017,1287
US-2017-165344,SB-20290,First Class,11/15/2017,1288
CA-2015-168186,AB-10150,Standard Class,9/15/2015,1289
US-2017-110604,JF-15295,Standard Class,5/20/2017,1290
CA-2015-116750,BF-10975,Second Class,7/10/2015,1291
CA-2015-162369,TT-21265,Standard Class,8/19/2015,1292
CA-2017-108441,SB-20170,Standard Class,6/18/2017,1293
CA-2015-169740,LM-17065,Standard Class,2/25/2015,1294
CA-2016-124051,KA-16525,First Class,12/30/2016,1295
CA-2016-149111,BF-11170,Second Class,4/21/2016,1296
CA-2014-131002,TB-21400,Second Class,9/12/2014,1297
US-2016-146794,SH-19975,Standard Class,10/1/2016,1298
CA-2017-112515,AS-10225,Second Class,9/21/2017,1299
CA-2016-150343,PK-19075,Standard Class,8/20/2016,1300
CA-2015-135538,HR-14830,Standard Class,12/28/2015,1301
CA-2017-123372,DG-13300,Standard Class,12/2/2017,1302
CA-2017-159604,CL-12700,First Class,4/15/2017,1303
CA-2016-164784,HF-14995,First Class,5/4/2016,1304
CA-2016-111794,HG-15025,Same Day,10/1/2016,1305
US-2015-139759,NL-18310,Standard Class,8/30/2015,1306
CA-2014-126403,RR-19525,Second Class,9/12/2014,1307
CA-2017-136875,TC-21295,Same Day,12/3/2017,1308
CA-2017-132185,DB-13615,Standard Class,12/2/2017,1309
US-2014-160780,SV-20785,Same Day,6/21/2014,1310
CA-2017-127026,MH-18115,Standard Class,1/27/2017,1311
CA-2017-137085,CT-11995,Standard Class,7/6/2017,1312
CA-2016-133123,KB-16315,Standard Class,9/11/2016,1313
US-2016-128195,RA-19285,First Class,8/5/2016,1314
CA-2015-153220,YC-21895,First Class,11/14/2015,1315
CA-2014-123064,RA-19915,First Class,7/2/2014,1316
CA-2017-156412,CM-12160,Standard Class,12/8/2017,1317
US-2016-144211,CS-12130,Standard Class,9/2/2016,1318
CA-2016-138079,AJ-10795,Standard Class,1/28/2016,1319
CA-2014-143182,DL-12865,Standard Class,10/20/2014,1320
CA-2016-161662,BE-11410,First Class,2/9/2016,1321
CA-2014-145317,SM-20320,Standard Class,3/23/2014,1322
CA-2014-143413,RP-19390,Standard Class,5/30/2014,1323
CA-2017-156818,JD-16015,Second Class,7/13/2017,1324
CA-2017-155873,AB-10255,Standard Class,6/21/2017,1325
CA-2015-121797,CC-12145,Standard Class,2/6/2015,1326
US-2015-120572,GH-14425,Standard Class,12/15/2015,1327
CA-2017-132430,CP-12085,First Class,10/11/2017,1328
CA-2017-146031,GM-14440,Second Class,8/1/2017,1329
CA-2014-110100,LC-16885,Standard Class,4/29/2014,1330
CA-2015-103723,BT-11305,Standard Class,12/6/2015,1331
CA-2014-127187,CP-12085,Standard Class,12/8/2014,1332
CA-2017-128475,SC-20680,Standard Class,9/1/2017,1333
CA-2014-100006,DK-13375,Standard Class,9/13/2014,1334
CA-2017-144827,SE-20110,Standard Class,12/27/2017,1335
CA-2014-110030,LF-17185,Second Class,12/8/2014,1336
CA-2014-121286,ON-18715,Second Class,11/8/2014,1337
CA-2016-164735,TB-21400,Second Class,4/19/2016,1338
CA-2014-153479,DF-13135,Standard Class,10/8/2014,1339
CA-2017-149888,EP-13915,Standard Class,11/13/2017,1340
CA-2017-119193,SK-19990,First Class,12/24/2017,1341
CA-2017-104801,FH-14350,Standard Class,2/19/2017,1342
CA-2014-107594,EH-13945,Standard Class,7/6/2014,1343
CA-2015-129770,JE-15715,Second Class,2/23/2015,1344
CA-2015-115798,KL-16645,Standard Class,11/19/2015,1345
CA-2017-122707,EB-13750,First Class,4/18/2017,1346
CA-2016-165015,BD-11725,Second Class,2/27/2016,1347
CA-2014-149244,MS-17530,Standard Class,11/8/2014,1348
CA-2015-140144,SC-20770,Second Class,6/25/2015,1349
CA-2017-163321,FM-14380,Second Class,8/11/2017,1350
CA-2014-155887,KT-16480,Standard Class,5/17/2014,1351
US-2015-165449,AP-10720,Standard Class,11/26/2015,1352
CA-2015-110247,RH-19555,Standard Class,12/8/2015,1353
US-2014-141257,CS-11950,Standard Class,6/14/2014,1354
CA-2014-154669,TM-21010,Second Class,8/11/2014,1355
CA-2014-158029,HF-14995,Standard Class,5/30/2014,1356
CA-2015-155306,GA-14515,Standard Class,4/21/2015,1357
CA-2016-127775,ES-14020,Second Class,6/13/2016,1358
CA-2016-146171,JP-16135,Standard Class,3/15/2016,1359
CA-2014-129574,Dp-13240,First Class,5/29/2014,1360
CA-2017-126536,NK-18490,First Class,10/14/2017,1361
CA-2017-165757,PL-18925,Standard Class,6/28/2017,1362
CA-2017-167752,RW-19690,First Class,1/18/2017,1363
US-2015-122140,MO-17950,Standard Class,4/7/2015,1364
CA-2016-163986,JJ-15445,Standard Class,9/10/2016,1365
CA-2017-158967,BT-11680,First Class,12/12/2017,1366
CA-2016-131576,RD-19585,Standard Class,11/26/2016,1367
CA-2017-143455,ML-17755,Standard Class,11/18/2017,1368
CA-2016-144729,JE-15745,Standard Class,10/25/2016,1369
CA-2015-127019,ER-13855,Standard Class,12/25/2015,1370
CA-2015-138534,JM-15535,Second Class,7/19/2015,1371
CA-2017-108322,SS-20140,Standard Class,5/5/2017,1372
CA-2017-167668,TC-21295,First Class,5/8/2017,1373
CA-2017-146724,HG-15025,Standard Class,11/27/2017,1374
CA-2016-139878,LD-17005,Standard Class,11/16/2016,1375
US-2016-106677,AS-10285,Standard Class,11/10/2016,1376
CA-2016-116974,MP-17965,Standard Class,10/15/2016,1377
CA-2015-149972,CD-12790,First Class,9/23/2015,1378
US-2014-117744,MD-17860,Standard Class,12/6/2014,1379
CA-2014-125514,BM-11650,First Class,9/22/2014,1380
CA-2014-154599,KN-16450,Standard Class,4/17/2014,1381
CA-2017-158743,IG-15085,Standard Class,10/27/2017,1382
CA-2016-153318,JS-15595,First Class,10/28/2016,1383
US-2015-110163,GA-14725,First Class,11/4/2015,1384
CA-2017-143329,DL-13330,Standard Class,11/8/2017,1385
CA-2015-159380,CS-12505,Standard Class,5/16/2015,1386
CA-2015-122623,CC-12145,Standard Class,9/11/2015,1387
CA-2015-148635,MH-18025,Second Class,7/27/2015,1388
CA-2015-135685,MP-18175,Second Class,11/18/2015,1389
CA-2015-104626,DR-12940,Standard Class,9/8/2015,1390
CA-2016-160500,DM-13015,First Class,5/8/2016,1391
CA-2017-100202,BD-11620,Standard Class,1/5/2017,1392
CA-2017-131016,DC-12850,First Class,9/20/2017,1393
US-2014-112914,MT-18070,Standard Class,9/30/2014,1394
CA-2016-124149,MJ-17740,First Class,4/26/2016,1395
CA-2014-148915,ND-18370,Standard Class,11/5/2014,1396
CA-2017-134649,CA-11965,Second Class,1/31/2017,1397
CA-2017-110842,GA-14725,Standard Class,11/16/2017,1398
CA-2016-147368,TC-21295,First Class,6/12/2016,1399
US-2015-104185,JB-15400,Second Class,9/8/2015,1400
US-2014-125521,CK-12325,Standard Class,3/19/2014,1401
US-2017-135062,RL-19615,Second Class,9/4/2017,1402
CA-2017-135650,AC-10660,Standard Class,3/27/2017,1403
CA-2017-112865,BH-11710,Standard Class,5/22/2017,1404
US-2016-162852,BG-11695,Standard Class,12/31/2016,1405
CA-2017-138163,XP-21865,First Class,11/20/2017,1406
CA-2017-152093,SN-20560,Standard Class,9/15/2017,1407
CA-2017-157854,DM-13345,Standard Class,4/15/2017,1408
CA-2016-123617,AJ-10780,Standard Class,12/3/2016,1409
US-2016-128293,KC-16255,First Class,6/5/2016,1410
CA-2017-107342,VF-21715,Standard Class,12/22/2017,1411
CA-2016-136371,SV-20935,Second Class,3/21/2016,1412
CA-2017-137344,EM-13810,Same Day,8/20/2017,1413
CA-2017-169810,RB-19360,Standard Class,7/31/2017,1414
CA-2016-128594,DJ-13510,First Class,8/29/2016,1415
CA-2016-154690,CC-12370,Second Class,8/17/2016,1416
CA-2017-138975,SC-20380,Standard Class,5/23/2017,1417
CA-2017-106537,RH-19495,Standard Class,8/17/2017,1418
US-2017-103828,JK-15370,Same Day,8/13/2017,1419
CA-2016-115588,AF-10885,Second Class,11/12/2016,1420
CA-2017-143861,LC-16885,Standard Class,6/19/2017,1421
CA-2014-148040,BF-11275,Standard Class,3/26/2014,1422
CA-2017-135167,SC-20800,Standard Class,6/20/2017,1423
CA-2017-137022,SW-20275,Standard Class,11/22/2017,1424
US-2017-102638,MC-17845,First Class,12/31/2017,1425
US-2016-167339,TD-20995,Second Class,1/23/2016,1426
CA-2016-152072,Dp-13240,Standard Class,1/19/2016,1427
CA-2016-102932,SD-20485,Second Class,9/23/2016,1428
CA-2014-165540,TM-21010,Standard Class,2/25/2014,1429
CA-2016-130799,BK-11260,Second Class,11/16/2016,1430
CA-2016-164483,JF-15490,Standard Class,2/3/2016,1431
US-2016-159856,EP-13915,Standard Class,10/22/2016,1432
CA-2017-102099,EP-13915,First Class,12/19/2017,1433
CA-2017-164049,KH-16630,Standard Class,11/6/2017,1434
CA-2014-142727,HG-14845,Second Class,5/1/2014,1435
CA-2017-139913,JC-16105,Standard Class,10/29/2017,1436
CA-2014-169033,KM-16720,Standard Class,4/3/2014,1437
US-2016-164630,EB-13975,Standard Class,1/9/2016,1438
US-2015-114839,PW-19240,Standard Class,4/30/2015,1439
CA-2015-166464,PG-18895,Standard Class,9/17/2015,1440
CA-2017-124898,DB-12910,Standard Class,9/15/2017,1441
CA-2016-164035,CR-12730,Standard Class,6/17/2016,1442
CA-2016-153577,KH-16330,Standard Class,7/1/2016,1443
CA-2014-127586,CS-12400,Standard Class,9/30/2014,1444
CA-2017-121615,DL-12925,Standard Class,11/9/2017,1445
CA-2017-166415,ME-17725,Standard Class,2/23/2017,1446
CA-2015-118444,VD-21670,Standard Class,11/9/2015,1447
CA-2014-113929,CK-12205,Standard Class,6/21/2014,1448
CA-2015-134747,DL-12925,Second Class,10/17/2015,1449
CA-2017-155047,SE-20110,First Class,8/30/2017,1450
CA-2016-160129,LS-17200,Same Day,11/23/2016,1451
CA-2017-164329,MM-17920,Same Day,1/30/2017,1452
US-2015-141453,DB-13270,Second Class,12/3/2015,1453
CA-2014-156993,RW-19630,Standard Class,7/4/2014,1454
CA-2014-157721,JM-16195,First Class,9/5/2014,1455
CA-2017-128629,BP-11155,Second Class,7/14/2017,1456
CA-2017-158106,CT-11995,Standard Class,6/10/2017,1457
US-2017-120390,TH-21550,Standard Class,10/26/2017,1458
CA-2017-143434,ME-17320,Standard Class,11/24/2017,1459
CA-2015-168564,TT-21220,Same Day,8/8/2015,1460
US-2016-169040,GT-14710,Standard Class,12/12/2016,1461
CA-2017-155880,JD-16150,Standard Class,3/31/2017,1462
CA-2017-126242,MC-18100,Standard Class,11/24/2017,1463
CA-2016-166443,LH-17020,First Class,11/5/2016,1464
CA-2017-169859,MP-18175,Standard Class,12/18/2017,1465
CA-2017-134915,EM-14140,Same Day,11/12/2017,1466
CA-2016-153353,GG-14650,Standard Class,8/24/2016,1467
CA-2017-123638,MA-17995,Standard Class,7/4/2017,1468
CA-2017-168900,SH-20395,Standard Class,5/9/2017,1469
CA-2015-158456,KT-16465,Standard Class,12/29/2015,1470
CA-2017-143665,PO-19180,Standard Class,5/1/2017,1471
CA-2017-137428,AY-10555,Second Class,12/21/2017,1472
CA-2014-162866,Co-12640,Standard Class,12/31/2014,1473
